Accession,A_NAT_151,A_NAT_264,A_NAT_661,A_NAT_692,A_NAT_803,A_NAT_919,A_T_151,A_T_264,A_T_661,A_T_692,A_T_803,A_T_919,I_NAT_160,I_NAT_253,I_NAT_557,I_NAT_693,I_NAT_954,I_NAT_978,I_T_160,I_T_253,I_T_557,I_T_693,I_T_954,I_T_978
O43252,23.0121,22.2167,22.6232,23.1612,22.86,20.1876,24.7958,23.9376,20.538,23.7803,22.1083,23.9091,22.4963,22.3056,22.8177,23.031,23.6218,22.7004,23.8779,24.8758,23.5446,23.4077,23.1422,22.6272
O43294,26.7698,27.9873,27.3629,27.3359,27.0109,27.3201,26.2727,25.7609,27.2798,26.7345,26.9814,25.8578,26.8342,27.3894,26.914,26.7335,26.5995,27.5461,26.3408,25.5406,26.5908,26.924,26.3068,27.3202
O43301,22.7224,23.7786,23.6534,22.8876,23.3152,23.2755,22.2385,23.4383,23.377,23.7468,22.8867,23.1783,23.096,23.1307,22.7536,23.2084,23.1164,23.0166,23.375,23.1794,22.68,22.5863,22.588,23.8254
O43324,22.2482,22.11,22.005,21.834,22.5647,21.8834,22.3837,22.7364,21.761,23.482,22.2405,22.7099,22.0435,20.4198,22.0602,22.4169,22.1768,21.8061,22.7834,22.6871,22.3988,22.8656,22.9978,22.1753
O43390,26.0416,25.5004,25.8972,25.8835,26.0494,25.4242,26.5233,27.014,26.0707,26.1447,26.6291,26.3913,25.8815,25.6185,26.071,26.1524,26.3358,25.9695,26.3814,26.4706,26.1866,26.3559,26.7159,25.8682
O43396,26.1743,25.7216,25.8367,26.008,25.7979,25.9586,26.0824,26.1234,26.062,26.3593,26.2485,26.0535,26.0184,25.5796,25.8137,26.0055,26.0631,25.8646,26.305,26.0571,25.9912,26.0931,26.381,25.8263
O43399,25.1452,25.8431,25.2199,25.2282,25.6238,25.3861,25.3935,25.564,25.2459,25.239,25.4541,24.8861,24.6315,25.2005,25.6479,25.6174,25.0926,25.5049,25.2108,25.3337,25.2602,25.4527,25.433,25.5136
O43414,22.3181,22.2437,22.4671,22.1524,22.3755,22.1658,21.9302,22.8601,22.6506,22.8174,22.1506,22.3188,22.025,22.2057,22.6783,22.3424,22.0929,22.7141,22.2123,22.4748,22.6005,22.5191,22.667,22.6039
O43488,25.8807,25.7117,25.9397,25.7031,25.7872,25.7427,25.9926,25.7987,25.8442,25.9082,26.1069,25.905,25.5569,25.9668,26.0479,25.8877,25.6185,25.8671,25.9793,25.9132,25.8301,25.7862,25.6463,25.513
O43491,24.6024,25.135,25.2688,25.0647,25.1548,25.3087,24.8049,24.9066,25.2804,25.2376,25.3841,24.6378,24.8071,25.3529,24.383,24.925,24.8785,24.7513,25.0443,24.7413,24.4738,24.7805,24.5934,25.1028
O43583,22.9023,22.5968,20.6359,22.9208,23.5136,23.2594,23.6109,23.0685,23.0199,23.231,23.2413,23.5598,22.9711,22.392,23.5524,23.0695,22.875,23.1145,23.5601,23.3781,23.2763,23.4061,22.9985,23.1888
O43592,21.8646,20.4961,20.0495,20.347,22.0379,19.6623,22.1228,22.4007,21.6313,22.4757,21.8926,22.1453,21.2199,21.3412,22.137,22.1676,21.6152,21.6559,22.3735,22.9056,21.6818,22.4866,21.6454,20.5136
O43598,24.1398,23.8787,20.3126,19.7253,24.557,23.5128,24.2926,23.5992,20.4281,23.8961,22.2625,24.1014,23.9591,21.124,24.7512,24.5771,24.0121,24.0362,24.3145,24.3556,24.0664,20.0195,23.952,24.5021
O43615,20.5862,20.4869,20.8208,21.201,21.1284,20.0699,20.9896,22.1418,20.8846,21.5045,21.9252,19.5381,21.23,21.306,21.3622,21.2697,20.5424,20.4966,21.311,22.0678,20.6417,21.5637,21.4858,20.7833
O43633,22.6845,22.8432,22.1471,22.7382,22.5186,22.5877,22.8455,22.7831,22.8348,22.9888,22.9767,22.7954,22.5764,19.7681,22.4027,22.6134,21.9045,22.2559,22.1101,22.609,22.5254,22.434,22.4753,22.5479
O43657,21.6772,19.4162,18.9495,23.1458,23.233,23.2364,22.4361,23.5784,21.8916,20.3346,22.2693,22.5822,22.4256,20.9433,24.3597,23.0811,23.2013,23.402,22.3696,24.3233,24.6756,22.8221,23.7428,21.8637
O43660,21.2587,20.6125,21.8061,20.8541,21.618,21.1256,21.4078,21.865,21.954,21.7268,19.9964,21.8088,20.8528,21.56,21.6205,21.6337,21.5971,19.6235,22.0455,21.778,21.6906,22.0968,22.0874,21.3237
O43676,22.0456,22.3565,22.5301,22.8228,22.9294,22.3106,23.0465,22.9225,22.7511,22.468,22.4914,22.1218,20.6997,23.294,23.0274,22.9085,23.2648,22.5842,22.8602,23.5525,20.4566,21.7179,20.7236,22.7598
O43678,22.9142,22.4976,22.9533,21.7986,22.4425,21.9559,22.7136,23.2313,22.77,22.3295,22.3887,22.8781,22.4324,22.8675,22.331,22.7159,20.6464,22.8953,23.1577,23.2689,23.0289,22.6726,19.8299,22.8807
O43681,24.1291,24.3477,23.58,24.0984,24.2981,23.6935,24.1254,24.5703,24.2175,24.1468,24.974,24.3214,23.8081,24.4885,24.3773,24.2807,23.9666,23.9992,23.799,24.3345,24.127,23.6538,24.5249,23.7863
O43684,24.0172,23.5464,23.8459,23.8895,23.6967,22.0634,24.312,24.8821,24.278,24.1894,23.8766,24.1196,23.5031,23.1881,23.7236,24.1517,24.2187,22.9566,24.5048,24.5371,24.241,24.2078,24.4615,23.5275
O43707,30.3403,31.3506,31.0012,30.4138,30.4474,30.5316,30.2509,30.4124,30.9092,30.2196,30.8215,30.3765,30.3332,30.8924,30.3011,30.3146,30.4227,30.9818,30.0571,29.9701,30.4694,30.2469,30.428,30.8062
O43708,24.2592,19.7313,22.2503,22.8451,23.3902,22.7169,24.7581,23.8714,23.6655,20.2653,23.8631,24.0787,23.5785,22.1082,23.5291,23.9398,23.9367,23.5561,23.4315,24.4859,24.1337,23.8991,23.5938,23.4933
O43747,24.8436,22.9729,23.5723,23.9508,23.897,23.7517,24.8323,23.8527,23.9862,24.462,24.4889,24.5114,24.5192,23.549,24.1883,24.7185,24.4621,23.6101,24.4551,24.7732,24.1935,24.4848,23.4902,22.9214
O43765,22.7255,22.4944,22.134,22.8698,22.9941,20.3261,22.6646,22.9104,22.7375,22.694,23.5707,22.3493,22.1702,22.4322,23.0812,23.2863,20.2353,22.5929,22.6201,23.2368,23.1051,22.8125,23.3193,22.7343
O43772,22.7726,21.4154,22.3039,22.2486,21.9047,21.6649,21.9447,21.5458,22.6894,22.2332,21.9523,22.6631,22.4263,21.9888,22.0165,22.0347,22.481,22.3288,22.3067,22.6916,22.426,22.2423,20.2994,20.774
O43776,26.0864,25.0856,25.4468,26.0535,25.8973,25.4398,26.2986,26.0452,25.9171,26.3555,26.0566,26.0634,25.9227,25.5445,25.756,25.9725,25.6865,25.2931,26.0434,26.0819,25.9964,25.8812,25.8497,25.3982
O43795,22.9411,21.496,23.7168,21.621,22.3766,21.2816,24.1654,24.1864,23.6447,24.1096,22.7137,23.578,20.569,20.9797,23.1692,22.9717,23.442,22.352,22.7023,24.471,23.6596,22.6207,23.7235,21.1309
O43809,24.1777,24.0346,23.1992,23.9926,24.3143,23.3272,24.4871,24.6905,23.8845,24.0826,24.5043,23.7957,23.781,23.3573,23.8844,24.1013,24.1762,23.9088,24.0065,24.7245,24.026,24.3775,24.4889,23.7527
O43813,25.8921,25.5614,26.0775,25.5157,25.5396,26.1158,25.5883,24.8508,25.9988,25.8592,25.5705,25.7706,25.4528,25.2523,25.6014,25.5304,25.6227,25.7252,25.1904,25.1047,25.7114,25.7358,25.2329,25.6862
O43837,23.3203,23.0907,22.6448,23.5271,23.5896,23.0595,23.3002,22.9967,23.5459,23.3406,23.7362,23.6987,23.4947,22.9152,23.1546,23.2186,23.4279,23.0792,23.1899,23.4964,23.1493,23.2497,23.4312,23.7054
O43852,26.7763,26.7521,25.623,26.6846,26.74,26.2108,26.7794,26.2852,26.223,26.6436,26.4625,26.6998,26.3886,26.0873,26.2517,26.7407,26.5367,26.1825,26.4064,25.7038,26.1951,26.5716,27.258,26.0983
O43865,24.5112,24.2738,24.3793,24.678,24.719,24.278,24.7419,24.4043,24.5017,24.0367,24.9066,24.7817,24.5082,24.2445,24.8934,24.9329,24.7106,24.4175,24.4347,25.3135,25.1895,24.6443,24.8997,24.5963
O43920,23.3748,23.5165,23.7322,23.8015,23.9926,23.0039,24.059,24.5468,23.9945,22.7769,23.901,23.5678,19.0991,21.5669,23.953,24.0242,24.2926,24.183,23.6487,24.5209,24.3885,23.504,23.0276,24.0828
O60216,22.0217,22.0173,22.2865,21.9548,22.3083,20.5301,22.0853,23.1405,22.2118,21.6081,21.9868,22.5597,22.1347,20.5764,21.2559,22.1433,22.2036,21.5295,22.2849,22.6544,22.3028,22.3373,22.1531,22.179
O60237,23.791,24.7814,24.6257,23.7386,23.8778,25.1694,23.456,23.2763,24.5475,23.6363,23.632,21.0972,24.4675,24.8655,24.2674,23.7205,24.5111,24.5749,24.1207,20.1014,24.086,24.7344,19.6728,25.3749
O60256,22.3614,21.8249,21.8101,21.6712,22.3442,21.9086,21.8996,21.4711,22.0851,22.1984,21.748,22.1905,22.1063,20.338,22.1806,22.3425,21.5493,21.5868,22.4949,22.3241,22.1778,22.1789,21.4682,21.395
O60264,21.8615,20.3991,21.8461,21.6588,21.6658,20.7451,22.0315,23.2308,21.4684,22.0441,21.3066,22.8344,19.6614,20.3053,21.5765,21.2513,21.7031,21.8848,22.5508,21.6523,22.1811,22.1036,22.8431,21.0862
O60271,22.925,22.9422,22.7936,22.6344,22.5131,22.4629,22.8238,21.8925,22.9834,22.6866,22.6535,22.4919,22.5187,22.0597,22.2546,22.7395,22.6649,22.7328,22.3041,22.5714,22.5268,22.673,22.1994,22.7409
O60313,23.8496,23.9059,23.5733,23.5971,23.9919,22.9153,23.7836,23.4881,23.8171,23.4812,24.4015,23.5961,23.1882,23.6403,23.5959,23.3407,23.7273,23.8163,23.6512,23.5945,23.6731,23.6339,23.763,23.83
O60341,21.9705,21.8968,20.7571,21.5857,22.2946,20.0107,22.4106,23.175,21.9879,22.2202,22.9738,22.1979,20.0803,21.3902,22.3068,22.6493,22.0906,21.0444,22.3212,23.1413,22.1356,22.1102,23.1102,20.418
O60343,22.5755,20.3613,20.6062,20.5653,20.9158,20.5201,24.0673,24.6174,21.0874,22.5723,24.312,21.9219,21.3497,20.1968,23.9875,23.4478,20.5344,19.8248,21.4709,24.7672,22.5741,22.797,23.5331,21.4848
O60437,25.231,24.6077,25.3143,25.1143,25.2619,24.7428,25.4299,25.0508,24.6593,23.6338,25.8671,24.6324,24.6286,23.9483,25.0795,25.6585,25.6017,24.8259,25.2496,25.8266,25.4029,25.0824,24.4332,24.6918
O60493,23.3585,23.8609,24.2207,23.8864,24.0089,23.933,23.1733,24.1704,24.4633,24.2726,23.976,23.7537,23.8139,23.8561,23.6292,23.4821,23.6325,23.3699,24.0975,23.7212,23.3568,24.1713,23.7789,23.494
O60502,21.7892,20.8725,19.2083,20.9007,21.3104,20.3026,21.572,21.0784,19.6179,21.6005,19.9868,20.2217,20.9099,20.6732,20.7125,21.4247,21.0861,21.1693,21.498,22.216,21.8017,22.1828,21.8366,21.5042
O60504,23.547,24.5585,24.6623,23.8196,24.2434,23.309,23.4291,24.2257,24.4609,23.5601,23.9304,22.5428,23.8553,23.6373,23.6086,23.8236,24.0115,24.941,23.4556,22.0248,24.072,23.7442,23.6447,24.7419
O60506,26.7366,26.715,26.9287,26.6918,26.9175,26.3056,27.188,27.4701,26.7997,26.7268,26.5032,26.5976,26.5899,26.4825,26.856,27.0301,27.0325,26.5421,27.1614,27.3198,26.837,26.9866,27.3511,26.7402
O60547,24.5059,21.4923,23.3346,24.1717,23.6204,24.3795,26.1816,25.3376,23.2379,24.5555,25.5292,27.0116,23.7507,23.1569,25.0106,24.5364,24.6601,23.8895,25.7911,25.7665,24.6782,24.8825,25.5544,23.2929
O60610,22.2744,22.5045,22.3779,21.7852,22.0236,20.3608,23.2399,23.6718,20.3402,22.7065,23.6654,23.2346,20.7304,19.7694,22.0976,22.3497,21.9965,21.5382,22.3488,23.0346,22.1064,22.0984,22.4741,21.5328
O60664,26.3046,26.1583,26.1093,26.2215,26.2933,25.8889,26.4484,26.3616,25.7778,26.2822,26.6695,26.0403,25.9775,25.7457,26.2809,26.1224,26.056,25.8302,26.17,26.0479,26.1321,26.1426,25.7708,25.9855
O60684,22.8706,22.7742,22.7614,22.197,22.9758,22.6704,23.1129,22.7897,21.5114,22.5008,23.0151,22.4358,22.5117,22.1263,22.7368,22.6518,22.8776,22.6498,22.6768,22.8594,22.7268,22.6245,19.9467,22.9131
O60701,26.6517,25.4459,25.8011,26.4914,26.827,26.5209,27.8542,27.5373,26.6879,28.7912,25.9635,28.8806,26.4203,25.8255,26.7871,26.3412,26.5223,25.7885,27.2932,27.2509,26.7631,27.2799,28.0825,26.0672
O60716,26.1337,25.4113,25.6533,26.3812,26.4746,25.7911,26.1844,26.1964,26.2223,26.0106,26.4015,26.4354,26.052,25.341,26.4455,26.7161,26.5405,25.8046,26.2556,26.4349,26.5132,26.0755,26.0134,25.5285
O60749,24.5847,25.1338,25.1025,24.5467,24.7761,24.6614,24.7133,24.6447,24.9403,25.1741,24.9122,24.4456,24.5926,24.5445,24.3658,24.5783,24.6994,24.7161,24.7473,24.6256,24.5589,24.939,24.9475,24.8644
O60763,26.0836,25.2816,25.2282,25.7333,25.7934,25.5523,26.1986,25.8862,25.6872,26.4704,25.2451,26.421,25.5866,24.9804,25.9864,26.1937,26.0376,25.4702,26.0463,26.3718,26.0527,26.1632,26.1371,25.4171
O60784,22.3951,21.4853,21.8251,22.0061,22.4593,21.8342,23.0871,23.6317,22.0867,21.7351,22.5043,22.1425,21.8784,20.9797,22.6131,23.3305,21.8711,21.9718,22.4505,23.2104,22.9077,22.8231,21.4491,21.5414
O60826,22.0958,21.6518,22.0804,22.2271,22.3231,21.937,22.6393,22.9938,21.536,21.6853,22.2233,20.4121,22.1944,21.7997,22.4215,22.2378,22.1163,21.6798,22.0327,22.2703,22.1736,22.222,22.0481,22.1827
O60829,22.8344,22.4454,20.4425,21.6216,22.0008,23.3624,19.5689,20.6175,22.7064,21.9343,21.9235,22.9855,22.8826,22.4216,21.081,22.6711,23.7873,23.5711,22.5418,22.7597,23.0942,22.4881,22.2034,19.7837
O60832,24.1088,23.944,24.2356,24.3571,24.5214,22.4674,25.2502,25.4178,24.1758,25.3523,24.1544,24.8297,24.181,23.348,24.5034,24.5979,24.5076,23.9345,25.1546,25.8869,24.822,24.9521,25.2112,23.6949
O60841,24.1264,23.2748,23.2487,23.8829,23.605,23.0913,24.2549,23.8801,23.1634,24.1359,24.0194,24.2415,23.4029,21.2906,23.7359,23.7941,23.8718,23.585,23.6286,24.2515,23.7513,24.0161,24.0315,23.6904
O60884,22.6816,23.2428,23.7043,23.3083,23.1696,23.9611,22.9766,23.1433,23.5088,23.3377,23.1662,23.4978,23.4865,23.5191,23.4955,23.3191,23.1351,23.1298,24.0239,22.9218,23.1298,23.2928,23.1295,23.0368
O60936,23.8534,22.259,22.8321,23.4054,23.8199,23.7678,22.2774,21.9618,22.8604,23.113,22.5099,22.9649,23.3641,22.5192,23.7883,24.0914,22.8235,20.3511,22.9687,22.0929,23.3494,23.665,22.977,22.7777
O75083,29.1518,29.7617,29.4782,29.1761,28.9676,29.8902,28.8752,28.382,29.2229,28.7731,28.4381,28.6037,29.5153,29.4846,28.9352,28.8568,28.6257,29.2444,28.8538,28.3097,28.4686,29.1045,28.5926,29.3386
O75110,20.9179,19.9682,20.9125,20.2776,20.0469,22.0142,22.4541,22.1194,20.5095,21.1037,21.8767,22.4641,21.6578,21.0327,22.4496,22.439,21.1013,21.5754,22.0627,22.7144,22.1539,22.4696,21.7599,21.7903
O75112,26.2582,27.0144,26.2384,26.6375,26.4809,26.9484,25.4054,22.4196,26.2364,24.6768,26.1173,25.2403,26.4799,26.796,26.1997,26.3831,25.511,27.3129,25.6923,25.1121,25.8349,26.2534,24.7952,26.6095
O75116,23.0432,24.6474,23.564,21.7497,22.6828,21.0912,23.5958,23.0429,24.0401,23.4527,23.5212,21.1092,21.2797,23.4726,22.504,22.558,22.0502,24.9358,20.4166,23.0223,23.6614,22.9636,23.4707,23.746
O75122,21.4743,20.5143,21.4711,21.4053,21.6852,21.0947,21.5774,21.3684,21.7241,22.051,21.1869,21.3804,20.7641,21.7409,21.1413,21.2054,21.7478,21.8309,21.8842,21.7827,21.8946,21.4019,21.8927,20.9449
O75131,25.761,26.0756,26.039,25.7037,25.9474,25.6761,26.0243,26.0045,25.6292,25.3532,25.6884,25.4251,25.5885,25.4206,25.9901,25.9746,25.6182,25.6037,25.6331,26.1651,25.784,25.4313,25.4345,25.6688
O75165,20.5005,21.4903,20.9942,20.4965,21.1933,21.1556,21.3504,22.229,19.8831,20.3982,24.0494,20.9545,19.331,20.1094,21.1233,21.0254,21.0498,20.3337,20.6739,21.4589,21.2869,20.938,20.1976,21.9656
O75208,22.3356,20.4091,21.3904,22.3848,21.0267,20.5803,21.7395,19.8346,20.8354,19.2721,21.4034,21.0778,22.3556,21.6929,22.114,21.5521,21.6525,21.9604,22.7056,21.7714,22.0443,22.0905,21.8464,21.8929
O75223,23.6488,22.7349,23.1548,23.9093,24.1246,24.4268,25.4796,24.4243,24.0127,23.9205,26.3795,24.7745,24.4811,23.4844,24.5651,24.1352,23.812,23.4563,25.7165,24.6038,24.4883,24.0152,24.6677,22.6514
O75298,21.9221,21.9882,21.8897,22.6891,22.5837,22.739,22.2262,19.4038,21.0926,21.9719,21.6912,21.5022,21.8429,21.8743,22.7006,22.839,21.6381,19.7338,20.0032,19.7612,22.3854,22.0754,20.0009,21.7486
O75306,24.597,24.8442,24.7012,24.5693,24.7817,24.5584,25.2742,24.9996,24.7721,24.3795,24.8053,24.9687,24.7704,25.0155,24.7184,24.9856,24.7408,24.6835,25.1578,25.4266,24.9165,24.486,23.6785,24.7089
O75323,23.2072,23.097,23.6921,23.8326,19.8583,23.0524,24.4559,24.25,23.7537,23.4126,23.8194,24.4389,23.5758,22.6483,23.4941,23.5621,24.5748,23.997,23.9132,24.4727,23.7074,24.2543,24.9266,23.9441
O75340,24.5256,24.6707,24.1051,24.2854,24.9223,23.6967,24.4774,24.6411,24.6885,24.584,25.0881,24.3796,23.9899,23.6256,24.6966,24.4372,24.663,24.7693,24.2926,24.9212,24.7588,24.628,24.924,25.1424
O75347,25.1478,25.1,24.571,25.0781,25.2256,25.2078,25.3462,25.5412,25.2178,25.1746,24.6819,25.4855,25.0333,25.1335,25.2837,25.3438,25.5028,25.0984,25.2495,25.2453,25.0456,24.9983,25.6451,25.3379
O75351,24.3058,24.3462,24.0064,24.1172,24.4005,24.3414,24.7126,24.2696,24.2955,24.3301,24.2458,23.9935,24.0475,23.7456,24.5483,24.5068,24.2674,24.101,24.0345,24.7572,24.4384,24.2774,24.4338,24.2339
O75356,23.7037,20.2642,19.5445,23.3745,23.8939,23.4758,25.3381,25.6532,22.937,24.0914,23.4352,24.0014,23.1264,20.1399,24.2917,23.9233,23.9263,22.5744,24.2249,24.7468,24.3619,24.1868,24.3382,23.1051
O75363,24.3226,20.9424,24.0602,24.9364,25.8539,25.3076,21.4115,20.6582,24.3646,20.4538,22.9546,25.1277,25.2761,23.6661,25.4273,25.6162,24.8872,24.553,24.9451,25.7578,25.5586,24.9845,19.2668,23.4438
O75367,27.329,27.1705,27.9704,26.9187,26.9457,26.6183,27.9439,28.0692,27.2791,27.6638,27.5051,28.2479,27.1229,26.9077,26.8629,27.3588,27.3556,26.6756,28.3364,27.8799,27.2378,27.4771,27.6141,26.9387
O75368,26.6804,26.5952,26.7725,26.5684,26.5808,27.1277,25.4865,25.7917,26.4389,26.6562,26.163,26.7133,26.7897,27.1692,26.2948,26.4234,26.4686,26.4473,26.9442,26.0579,26.0095,27.0307,25.8179,26.7379
O75369,30.039,28.128,29.5605,29.4001,29.8358,29.3936,29.7799,30.3201,29.7896,28.7949,29.2533,29.4549,29.9217,29.0792,29.8733,29.9979,29.813,28.9931,29.6523,29.5283,30.0133,29.7048,29.6501,28.7482
O75390,25.769,25.1835,25.7891,25.8075,25.7112,24.942,25.7179,25.8735,25.8634,25.6772,26.1834,25.8724,25.5234,26.1379,25.3835,25.33,25.747,25.66,26.1729,26.3023,25.5698,25.6173,26.366,25.5777
O75396,25.6536,25.0429,24.6195,25.533,25.7785,24.9704,26.1225,25.8197,24.5642,25.2551,26.1377,25.8593,25.2291,25.092,25.747,26.0582,25.449,25.3209,25.215,25.7042,25.5178,25.3588,25.9568,24.5961
O75400,21.5548,20.4242,21.447,21.1666,21.6359,22.0423,21.1803,21.3461,22.1444,21.9676,21.8106,21.9356,21.3018,20.6432,21.6341,21.4931,21.6313,21.0057,21.8111,21.614,21.9599,21.9253,21.9264,21.3384
O75431,21.9967,21.8006,22.2391,22.1836,21.0463,20.5463,22.0532,22.1703,22.1003,21.998,22.2755,21.6462,21.6711,21.7595,22.1692,22.1199,22.4507,21.7764,21.9663,22.5406,22.1981,22.322,22.7122,22.1262
O75436,23.9618,23.8207,23.9138,23.6054,23.8858,23.6888,24.3701,24.053,23.7544,23.9959,24.1381,24.0856,23.7132,23.8718,23.7167,23.8326,23.9273,23.8172,24.2917,24.1813,23.9617,24.432,24.2521,23.6897
O75438,23.1013,23.0635,21.0683,22.6589,22.5381,20.7289,23.6459,23.2706,23.0531,22.2777,23.2349,22.8992,22.0716,23.4679,20.6957,21.9011,22.3287,22.9221,19.7199,20.5381,22.9517,22.0437,22.0271,23.03
O75439,22.5421,19.5636,22.1926,21.5853,22.0705,21.3514,21.8492,22.654,21.5058,22.1704,22.1319,22.0908,21.92,20.4356,22.0647,21.9248,22.3033,22.1681,22.7425,22.8631,22.4429,22.4755,23.1261,21.8396
O75475,22.2841,22.6804,22.694,22.5819,22.6566,21.4308,22.195,22.1314,22.2755,22.1148,21.3359,21.7934,21.8572,21.8699,21.5138,22.1819,22.1391,21.8696,21.8293,22.5861,22.2712,22.1193,22.4482,21.818
O75489,24.3389,24.2243,23.9209,24.5203,24.4942,23.5574,24.9456,25.077,23.81,23.8785,24.6789,24.3519,23.9546,24.4015,24.5892,24.8109,24.2867,24.146,24.2055,25.2669,24.3649,24.3849,23.5207,23.8675
O75521,23.489,19.724,21.7859,22.9042,23.4223,22.9982,25.7494,24.0344,23.0199,24.9336,24.2339,24.4482,21.1136,22.6098,23.7817,23.2198,23.122,22.7287,24.0534,25.8817,23.5029,24.1669,23.5876,21.9075
O75531,25.2598,25.4453,26.4801,25.8331,25.5838,25.0614,24.7948,26.4108,25.8061,25.9562,25.5366,25.8762,25.1547,25.8849,25.1377,25.4377,25.6473,24.9693,25.9222,25.3088,25.5749,25.0132,25.2002,25.5086
O75533,25.2567,25.0993,25.3385,25.1762,25.2622,24.122,25.5066,26.1961,25.2967,25.6884,25.5016,25.6568,25.1429,24.5831,25.162,25.3166,25.1812,24.8389,25.8065,25.8945,25.4615,25.529,25.5287,24.7645
O75534,23.2957,23.1596,22.8318,23.7739,23.2656,22.7529,23.787,24.0709,20.392,23.4717,23.862,23.5506,23.3386,23.6185,23.6302,23.611,23.6223,22.472,23.1672,23.5577,23.5114,23.8105,23.2157,22.9698
O75569,23.5349,23.1677,20.5447,23.6254,23.4511,22.0817,23.4879,23.9529,22.8163,22.563,23.0306,23.3918,23.0972,22.4464,23.4021,23.58,23.877,23.2161,21.6564,23.5698,23.6631,23.0604,23.4741,23.0706
O75608,23.9608,23.0913,22.8597,24.4413,24.3364,24.5249,25.5745,25.2754,23.9834,24.3087,24.9502,24.8663,24.0057,18.9556,24.8698,24.3555,24.497,24.3605,24.6958,26.0554,25.0121,24.2552,24.8522,24.0233
O75643,25.0549,24.3631,25.1987,24.5485,25.0026,22.9695,25.2336,26.0456,25.0097,25.4896,25.092,25.0003,24.5728,23.7586,24.76,25.1629,25.1001,23.8538,25.5367,25.4766,24.9085,25.255,25.4192,23.8199
O75663,22.8524,22.9801,20.2118,23.1524,22.291,22.292,22.6748,22.7338,22.6643,22.9983,22.6545,22.4347,22.4547,19.5201,20.3265,19.9942,22.4723,20.4448,20.2838,19.7884,22.6548,22.523,19.0912,21.3813
O75688,22.182,21.659,21.8016,21.9901,21.9071,22.2033,22.0091,22.3218,22.4979,22.2585,21.6059,21.295,22.097,21.9174,22.0683,22.2619,21.8412,21.8567,20.6875,22.1423,22.0012,22.2425,22.2921,20.6033
O75694,22.8079,22.4464,22.9449,22.8743,23.2949,22.0451,23.3712,23.5594,22.416,23.2151,23.6884,23.5918,22.6221,22.6826,23.1602,23.4427,22.7702,20.4699,23.2134,23.575,23.2116,23.3448,22.9903,20.4511
O75746,24.0279,24.4028,24.2534,24.3209,24.4901,23.7003,23.6896,23.7132,24.0627,23.1309,24.0655,23.5623,23.8308,24.6648,24.0383,24.221,24.2891,24.8114,23.3605,23.9979,23.8082,23.9126,23.6311,24.6599
O75821,22.8223,23.13,22.7529,23.6423,23.2099,22.5183,23.0583,24.1384,22.6555,23.612,23.2203,23.2029,23.1264,23.4178,23.1581,22.5874,23.4811,22.5587,23.5475,23.661,23.3981,23.6731,23.5426,22.5778
O75822,23.1346,20.9921,23.0032,22.9589,22.7108,21.236,23.0268,23.3663,22.5904,23.2644,22.7911,22.776,23.2016,22.2193,20.1014,22.915,23.1897,23.1827,23.1031,23.3872,23.5974,23.7866,23.0296,21.0304
O75828,22.2271,23.3404,23.5515,23.7125,23.7084,24.2908,25.6003,23.9196,20.4822,23.266,23.575,24.1992,23.1966,22.8321,24.0145,23.5205,23.3762,22.8335,22.5574,22.5077,22.9759,22.4172,23.7409,23.5305
O75832,23.5046,24.3353,23.8719,23.7485,24.1281,23.7301,24.1435,24.2296,23.5973,23.4955,24.4404,23.208,23.6769,24.2024,24.5135,23.6328,23.801,21.2821,22.9775,24.2445,24.113,23.4998,24.1436,24.0092
O75844,23.3932,22.7179,22.7935,22.8704,22.9062,23.166,23.6387,23.5893,22.5623,23.3382,23.1519,23.6196,23.4457,21.9627,22.6729,23.0617,22.9311,22.5994,24.0046,23.5896,22.9378,23.4525,23.9766,22.0654
O75874,29.3644,26.8415,27.4626,29.0859,28.9093,29.0332,28.9367,28.625,28.4343,29.0282,28.7813,29.5314,28.6515,28.6304,29.2782,29.1706,29.5197,28.2271,28.9963,29.0299,29.1755,29.2399,28.5195,28.3731
O75882,22.511,21.7094,20.122,21.7907,22.4335,21.9025,21.9328,22.224,21.3314,22.5029,21.8672,21.5521,22.2925,21.8072,22.1717,21.6656,22.0603,21.9641,21.5439,21.8489,22.6899,21.9233,20.0831,22.6999
O75884,23.2975,22.7171,22.8459,23.1102,22.8013,21.6751,23.4325,23.1407,22.4054,22.827,23.8525,23.3006,23.1418,23.3255,23.0144,23.1464,22.6501,22.6178,23.1276,22.7107,23.4514,23.5144,23.221,22.9382
O75915,24.2461,23.7097,23.8046,24.003,23.5598,24.6771,24.0461,24.1959,23.6758,23.6552,23.6902,24.0651,24.2635,22.9921,23.5037,23.9946,24.0782,23.7327,24.5882,23.2963,23.7996,24.0768,23.4403,24.0856
O75923,23.7089,23.511,22.0866,24.4469,24.3294,23.6772,20.1168,20.2365,20.2248,23.7136,21.7379,19.7531,24.061,23.3377,24.0235,23.7028,23.3831,23.1909,21.7023,20.5991,21.6127,24.1105,21.613,23.3209
O75935,23.449,23.589,23.7977,23.7052,23.4914,22.7268,23.5317,19.6021,23.5255,23.5937,23.0279,22.8905,23.1261,23.8992,23.6889,23.4897,23.0112,23.426,23.6192,23.0371,23.4848,23.8747,23.5293,23.7083
